分子性別鑑定,Molecular sexing
分子檢測法,Molecular test
分子標誌,Molecule Marker
翻車魨科,Molidae
木鱉果,Momordica cochinchinensis
木虌果,Momordica cochinchinensis
木鱉子,Momordica cochinchinensis
木虌果,Momordica cochinchineses
Monacolin K,Monacolin K
紅麴,Monasus
監測,Monitor
監控,Monitor
監測技術,Monitor Techique
監測井,Monitor wells
監測,Monitoring
監測技術,monitoring techniques
監控技術,monitoring and control
監控系統,Monitoring and control system
土壤品質監測與評估,monitoring and evaluation of soil quality
監控與預測,monitoring and predicting
監控單位,Monitoring Authority
監測裝置,monitoring device
監測指標,monitoring indicators
監測模式,Monitoring Mode
監控計畫,Monitoring Program
監測系統,monitoring system
疫情監測,monitoring systems
猴子,Monkey
松斑天牛,Monochamus altematus
單株抗體,Monoclonal Antibody
單源抗體,monoclonal antibody
連作障礙,monoculture problem
雌雄異花同株,Monoecious
單軌車,monorail car
單性養殖,Monosex culture
青海菜,Monostroma nitidum
季風,monsoon
破壞係數,MOR
現代化動物試驗舍,morden animal house building
形態發生,Morphogenesis
水迷宮,Morris water maze
死亡率,Mortality
榫柳接合,Mortise joint
清真食品,Moslem food
孟宗竹,Moso Bamboo
苔類,mosses
蛾類相,Moth Fauna
母本園,Mother-stock Garden
馬達,motor
裝裱用紙,Mounting Paper
移動,movement
移動行為,movement behavior
移動模式,moving pattern
割草機,mower
剪草機,Mower
殘留標準,MRL
海洋管理理事會,MSC
凍土毛黴相關菌種,Mucor Hiemalis and Related Species
毛黴目,Mucorales
黏膜免疫,Mucosal Immune
蟳,mud crab
桑椹,Mulberry
果桑,Mulberry
桑葉,mulberry ( &lt;i&gt; Morus alba &lt;/i&gt; L. )
桑,Mulberry (＜i＞Morus＜/i＞ spp.)
地面覆蓋,mulch
覆蓋,Mulching
敷蓋資材,mulching materials
土番鴨,Mule duck
烏魚,mullet
烏魚子,mullet roe
多頻,Multi Frequency
多維資訊,Multi-dimension Information
多維體學,Multidimensional biology
多重元素分析,multi-element analysis
多因素生產力,Multi-factor Productivity
多功能,Multi-function
多用途,multi-function
多效性產品,Multi-function product
多功能農業,Multifunctional Agriculture
多功能移動式平台結構,multifunctional mobile platform structure
農業多功能性,multifunctionality in agriculture
農地多功能,Multi-functionality of Agricultural Land
多指標衡量,multi-index measurement
混系栽培,multiline cultivation
多基因,Multi-locus
多種黴菌毒素,Multi-mycotoxin
跨國營運模式,Multinational Business Model
多親本多世代互交品系,Multi-parent advanced generation intercross
多親本多世代互交族群,multiparent advanced generation inter-cross population
多親多交,Multi-parents cross
白色球狀芽團,multiple bud clumps
多元化產品,Multiple chrysanthemum product
多尺度政策分析,Multiple Criteria Decision Analysis
多種風味,Multiple flavor
多膛爐,Multiple Hearth Furnace
多重感染,"Multiple Infection, Multi-Infection"
多元整合,Multiple Integration
多元化行銷通路,multiple marketing channels
整合性PCR,Multiple PCR
多重農藥殘留,multiple pesticide residue
多重農藥,Multiple Pesticides
多重農藥混合暴露,Multiple pesticides combined exposure
多重引子組,Multiple Primers
多元化產品,Multiple Production
多元化育林體系,Multiple Silvicultural System
多元利用,multiple use
多功能生物肥料,Multiple-functional biofertilizer
多目標型檢測,multiplex detection
多目標型聚合酶連鎖反應,Multiplex PCR
複合式聚合?連鎖反應,Multiplex PCR
multiplex RT-PCR,multiplex RT-PCR
增殖,multiplication
茶類多元化產品,Multiplicity of Tea Products
多元加工,multi-processing
多元產品,Multi-products
多重殘留,Multiresidue
多重殘留,multi-residue
多尺度多源遙測資料,Multi-Scale and Multi-Source Remote Sensing Data
多尺度多元遙測資訊,Multi-Scale and Multi-Source Remote Sensing Information
多元化育林作業,multi-silvicultural practices
多元化育林作業,multi-silviculture practice
多元航遙測資料,Multi-Sources Remote Sensing Data
多光譜影像,Multispectral Images
多光譜影像,Multi-spectral Images
多尺度遙測,Multi-stage remote sensing
益生菌組合,Multi-strain Orobiotic
多目標搜尋感測系統,Multi-target sensing system
立體承架栽培,Multi-tier Racks Cultivation
多元化利用,multi-utilization
茶多元化利用,Multi-utilization of tea
多價疫苗,multivalent vaccine
多變量分析,Multivariate Analysis
多變量檢量模式,multivariate calibration model
多變數統計,Multivariate Statistics
少量動物少量用藥,MUMS
綠豆,Mungbean
茂谷柑,Murcott
茂谷柑,Murcott tangor
香蕉,Musa
香蕉,Musa Banana
肌肉,muscle
番鴨,Muscovy
番鴨,Muscovy Duck
博物館,museum
菇蕈類,mushroom
菇類,Mushroom
菇類菌種,mushroom
菇蕈,mushroom
菇類副產物,mushroom by-products
菇類栽培,mushroom cultivation
菇類栽培介質廢棄物,mushroom cultivation medium waste
菇類栽培介質,Mushroom Culture Medium
菇包殘基,mushroom culture residue
廢菇包,mushroom culture residue
廢菇包青貯,Mushroom culture residue silage
菇類萃取物,Mushroom extract
菇蕈多醣,Mushroom Glucan
香菇產業鏈,mushroom industrial chain
菇類產業,mushroom industry
菇?,mushroom mite
菇蕈多醣體,mushroom polysaccharides
菇類加工,mushroom processing
菇類剩餘資材,mushroom remaining materials
廢料,mushroom spent
菇類栽培廢棄木屑,mushroom spent substrate
菇菌菌種保存,mushroom strain preservation
廢棄菇包,Mushroom wasted culture
香菇,mushrooms
菇,mushroow
洋香瓜,Muskmelon
網紋瓜,muskmelon
甜瓜,Muskmelon
溫室洋香瓜,muskmelon (Cucumis meo L.)
芥菜,mustard
誘變劑,mutagen
誘變,mutagenesis
突變體,mutant
突變體,mutants
誘變,Mutation
突變,Mutation
誘變育種,Mutation Breeding
突變庫,Mutation Pool
多花,Muti-flower
多重分析法,Mutiple Analysis Method
多元化育林作業,muti-silviculture approach
多尺度遙測,Muti-stage remote sensing
突變圖譜,MutMap
羊肉,Mutton
緬甸,Myanmar
菌絲體,mycelium
分枝桿菌,Mycobacterium
牛型分枝桿菌,Mycobacterium bovis
牛型結核菌,Mycobacterium bovis
副結核菌,Mycobacterium Paratuberculosis
分枝桿菌,Mycobacterium spp.
潰瘍分枝桿菌,Mycobacterium ulcerans
家禽黴漿菌家禽慢性呼吸疾病,Mycoplasma gallisepticum
豬黴漿菌肺炎,Mycoplasma hyopneumoniae
豬鼻黴漿菌,Mycoplasma hyorhinis
絲狀黴漿菌,Mycoplasma mycodes subsp. mycodes SC
家禽黴漿菌傳染性滑膜炎,Mycoplasma synoviae
家禽滑液黴漿菌,"Mycoplasma synoviae, MS"
菌根,Mycorrhiz
菌根,Mycorrhiza
菌根菌,mycorrhiza
囊叢枝菌根菌,Mycorrhizal
類蕈孢素胺基酸,Mycosporine-like amino acids
黴菌毒素,mycotoxin
真菌毒素,Mycotoxin
黴菌毒素,Mycotoxins
生肌決定因子,Myogenic Determination Factor
成肌素,Myogenin
肌紅蛋白,myoglobin
鎖管,Myopsid squid
肌肉生長抑制素,Myostatin
肌肉生成抑制素基因,"Myostatin, MSTN gene"
甜瓜黃斑病毒,MYSV
天麻?,N6-(4-hydroxybenzyl)adenine riboside
N-乙烯唾液酸,N-acetyl neuramic acid
竹柏,Nageia
荷蘭園藝作物檢測服務中心,Naktuinbouw
線蟲,namatode
盆花品名研究計劃,Name flower research program
擬球藻,Nannochloropsis oculata
奈米銀,nano silver
奈米銀,nano silver fluid
奈米纖維素,Nanocellulose
奈米微乳液,Nanoemulsion
奈米,Nanometer
奈米微粒,Nanoparticle
奈米銀,Nanosilver particles
奈米毒物學,Nanotoxicology
狼尾草,Napier grass
狼尾草,Napiergrass
柚皮苷,Naringin
國家生物多樣性指標,National biodiversity indicators
國有林,national forest
國土地理資訊系統,"National Geographical Information System, NGIS"
全國GIS地籍圖,National GIS Cadastral Map
國土計畫法,National Land Use Planning Act
國家行動計畫,National Plan of Action
鯊魚國家行動計畫,National Plan of Action for the Conservation and Management of Sharks
國家作物種原中心,National Plant Genetic Resources Center
國家標準,National Standard
碳交易,nationally determined contributions
國家自訂貢獻,nationally determined contributions
在地,Native
原住民食材,Native Agricultural Materials
原生植物,native plant
本土螞蟻,native ant
種母土雞,native breeder hens
原生山茶屬植物,Native Camellia plants
土雞,native chicken
土雞場,Native chicken
土雞,Native Chickens
原生海岸樹種,Native Coastal Trees
自然棲地,native habitat
原生指標樹種,Native Indicated Trees Species
原生植物,native plant
原生植物,Native Plants
原生大豆,Native soybean
在地物種,Native species
本土種,Native Species
原生蔬菜,Native vegetable
原生蔬菜,Native vegetables
納豆,Natto
納豆菌及真菌發酵產物,Natto and fungal fermentative products
納豆菌及真菌發酵產物,Natto and fungi fermented products
納豆激?,Natto kinase
自然老化,Natural Aging
天然及生化植物保護資材,natural and biochemical plant protection materials
天然抗菌劑,Natural Antibacterial Agent
木材天然成分,natural compounds
天然成分,natural constituent
天然物防治資材,natural control materials
天然災害,Natural Disaster
天然災害保險,natural disaster insurance
天然災害,natural disasters
天然耐久性,Natural Durability
天敵,natural enemies
天敵,natural enemy
天敵昆蟲,natural enemy
天敵,natural enermy
自然探索活動,Natural exploration activities
自然農法,Natural farming
自然開花,natural flowering
天然食用色素,natural food pigment
天然林,Natural Forest
天然資材,natural material
天然資材,Natural materials
天然素材,Natural Pesticide
天然植物保護製劑,natural plant protectant
天然植物保護資材,natural plant protection products
天然物,Natural Products
自然繁殖,natural propagation
天然更新,natural regeneration
自然資源,Natural Resources
天然下種更新林,natural seedling-regeneration stand
自然產卵,natural spawning
天然穩定同位素,Natural Stable Isotope
自然通風,Natural Ventilation
自然通風溫室,Natural Ventilation Greenhouse
歸化植物,naturalized plants
歸化植物,naturalized plant
野化植物,Naturalized Plant
歸化植物,naturalized plants
天然下種更新林,Naturalseeding-regeneration Stand
自然教育中心,Nature Center
天敵,nature enemy
自然資源,Nature resource
臍橙,Navel
臍橙,Navel orange
近距離無線通訊,Near Field Communication
近距離無線通訊,"Near Field Communication, NFC"
近紅外線分析,near infrared (NIR)
近紅外光分析儀,Near Infrared Reflectance Spectroscopy
近似同源系,near isogenic lines
近同源系,"near isogenic lines,NILs"
近紅外線光譜,Near-Infrared Spectroscopy
近紅外光譜儀,Near-infrared Spectroscopy
近同源系,Near-isogenic line
需求,Need
針葉樹,Needle Leaved Tree
需求,Needs
需求分析,Needs Analysis
負壓式豬舍,negative-pressure pig housing system
風險可忽略,negligible risk
殺線蟲劑,nematicide
抗藥性,Nematicide-resistance
線蟲,Nematoda sp.
線蟲,nematode
線蟲,nematodes
黑新刻齒雀鯛,Neoglyphidodon melas
新雄魚,Neomale
腫瘤性疾病,Neoplastic Diseases
潰瘍病菌,Neoscytalidium dimidiatum
豬籠草,Nepenthes
Nepovirus屬病毒,nepovirus
神經壞死與虹彩病毒雙價不活化疫苗,Nerves necrosis virus and grouper iridovirus inactive bivalent vaccines
神經壞死病毒,Nervous necrosis virus
巢箱,nest box
巢洞,nest caity
巢洞,Nest Cavity
巢樹,Nest Tree
巢式聚合酶連鎖反應,Nested PCR
就巢行為,nesting behavior
網室,net house
淨現值,Net present value
荷蘭,Netherlands
荷蘭循環熱點,Netherlands Circular Hotspot
網室,Nethouse
網室,net-house
網室栽培,Nethouse Culture
網室栽培,Net-house culture
網室栽培,nethouse-cultivation
網路,network
實驗室網絡,Network of Laboratory
網絡平台,network platform
聯網遠端環控,Network remote control
網路社群,Network Social Group
中日照,neural-day period
神經行為缺陷,neurobehavioral deficits
神經保護,Neuroprotection
神經保護,neuroprotective
神經毒性,Neurotoxicty
粗纖維,neutral detergent fiber
中洗纖維,neutral detergent fiber
中和抗體,neutralizing antibody
新品種,New Breed
新事業,New business
新經營模式,new business mode
新栽培模式,new cluture system
新興作物,new crop
新需求與市場,New Demands and Markets
新興作物,new developmental crop
新糧食來源,New Food Sources
新進農民,New Lead-in Farmers
新品系,New Line
新品系,New Lines
新方法,New Method
行銷營運新模式,New Model of Agricultural Marketing Operations
新產品開發,New Product Development
新興熱帶果樹,New Promising Tropical Fruit Trees
新式安全,New Security
抑梢處理,new shoot suppression
新南向,New Southbound Policy
新南向政策,New Southbound Policy
新創事業,New Start-ups
改革新思維,New Thoughts of Reform
紐西蘭,New Zealand
紐西蘭白兔,new zearland white rabbit
新城病,Newcastle Disease
新城病病毒,Newcastle disease virus
新城病毒,Newcastle Disease Virus
新城病病毒第七基因型,Newcastle disease virus genotype VII
新引進品種,newly introduced varietiy
新興品種,newly-introduced cultivar
新興品種,newly-introduced cultivars
新興品種,newly-newlyintroduced
新興熱帶果樹,NEWPROMISING TROPICAL FRUIT TREES
新創事業化,New-Start-ups
次世代分子標誌,Next generation molecular marker
次世代定序,Next generation sequencing
次世代定序,next-generation sequencing
唾液酸,N-glycolylneuramic Acid
利基市場,Niche Market
生態棲位,Niche Space
鎳,Nickel
暗期中斷,night break
暗期中斷,Night-break
夜間電照,night-break lighting
夜間中斷電照,Night-break Lighting
褐飛蝨,Nilaparvata lugens (Stål)
尼羅草,nilegrass
立百病毒,Nipah virus
近紅外光線光譜,NIR spectroscopy
硝酸鹽,Nitrate
硝酸鹽,nitrate content
一氧化氮,Nitric Oxide
硝化作用,Nitrification
亞硝酸鹽,Nitrite
亞硝酸鹽清除力,nitrite scavenging ability
氮,Nitrogen
氮素,nitrogen
氮肥,nitrogen
氮肥施用量,nitrogen application amount
氮養分收支,nitrogen budget
氮素含量,nitrogen concentration
氮肥,Nitrogen Fertilizer
氮肥用量,nitrogen fertilizer rates
固氮活性,Nitrogen fixation activity
固氮菌,Nitrogen fixing bacteria
氮型態,nitrogen form
氮素淋洗,Nitrogen Leaching
氮營養,nitrogen nutrition
有機氮化合物,nitrogenous compound
氧化亞氮,Nitrous Oxide
氧化亞氮排放,Nitrous oxide emission
牛樟芝,Niu-Chang-Chih
n-Nitroso glyphosate,n-Nitroso glyphosate
不含藥物飼料添加,No Antibiotic Growth Promoter
無害作用劑量,"No Observable Adverse Effectlevel, NOAEL"
無不良效應劑量,"no observable adverse effectlevel, NOAEL"
無毒害作用劑量,No Observed Adverse Effect Level
不整地,No tillage
無毒害作用劑量,NOAEL
諾亞硨磲貝,Noah giant clam
春石斛蘭,Nobel-Type Dendrobium
春石斛,nobile ＜i＞Dendrobium＜/i＞
春石斛,nobile ＜i＞Dendrobium＜i＞
春石斛,Nobile dendrobium
春石斛,Nobile type Dendrobium
春石斛,nobile-type &lt;i&gt;Dendrobium&lt;/i&gt;
春石斛,nobile-type dendrobium
春石斛蘭,Nobile-type Dendrobium
奴卡氏菌,Nocardia
夜蛾,Noctuidae
夜蛾類,Noctuidae
夜蛾科,Noctuidae
名目保護率,Nominal Rate of Assistance (NRA)
不產孢細菌,Non spore forming bacteria
非合成植保資材,Non synthetic plant protectant
非化學農藥防治,Non-Agrochemical Control
非酒精性脂肪肝,nonalcoholic fatty liver disease
非酒精性脂肪肝,Non-alcoholic Fatty Liver Disease
非繁殖季節,Non-breeding season
非農藥防治,non-chemical pesticide control
非農藥防治,Non-chemical Control
非農藥資材,Non-chemical Material
非農藥資材,Non-chemical materials
非化學資材防治,Non-chemical materials protection
非化學合成農藥,non-chemical pes
非農藥防治,Non-Chemical Pest Control
非農藥資材,non-chemical pesticide
非農藥防治資材,non-chemical pesticide materials
非化學防腐劑,non-chemical preservative
不裂莢,non-dehiscent
耐裂莢,non-dehiscent
非破壞,Non-destructive
非破壞性檢測,Non-destructive detection
非破壞性技術,Nondestructive Technique
非破壞性技術,Nondestructive Techniques
非損檢測技術,Nondestructive techniques
無損檢測技術,Nondestructive techniques
非破壞性,Non-destructive testing (NDT)
無危害風險評估,Non-Detriment Finding (NDF)
無危害評估,Non-detriment Findings
無危害評估,Non-Detriment Findings (NDFs)
非支配排序遺傳演算法-II,Non-dominated Sorting Genetic Algorithm-II (NSGAII)
非支配排序遺傳演算法,Non-dominated Sorting Genetic Algorithm-II (NSGA-II)
非多重農藥殘留,none multi-residue pesticides
不結球白菜,Non-heading Chinese Cabbage
諾麗葉,noni leaf
外來生物種,Non-indigenous species
零慣性波,non-inertia wave
非破壞性檢測,Noninvasive detection
異種鰻,Non-Japanese Anguillid species
異種鰻,Non-Japanese eel
非農藥資材,Non-pestcide materials
非農藥防治,Non-pesticidal Control
非農藥,Non-pesticide
非農藥防治資材,non-pesticide agents
非農藥防治,Non-pesticide control
非農藥防治策略,non-pesticide control techniques
非農藥資材,Nonpesticide Materials
非農藥防治資材,Non-pesticide materials
非農藥資材,Non-pesticide materials
非農藥物質,Non-pesticide substances
非農藥防治,non-pesticides control
非農藥資材,Non-pesticides Material
非農藥防治資材,non-pesticides materials
非囓齒類實驗動物,Non-rodent Laboratory Animal
非抽樣誤差,Non-sampling error
非結構蛋白,non-structural protein
非結構蛋白,Nonstructural protein (NS1)
非結構性蛋白抗體,Non-Structural Protein Antibody
非硫製漿法,Non-sulfur Pulping
非化合農藥,non-synthetic chemicals
非農藥防治資材,Nonsynthetic Resources
非用材林產物,non-timber product
無毒,Non-toxic
不織布袋,Non-woven fabric bag
壬基酚,Nonylphenol
壬基苯酚,Nonylphenol
常態化差值植生指標,Normalized Difference Vegetation Index
諾羅病毒,Norovirus
台灣海峽北部,north of the Taiwan strait
北太平洋漁業委員會,North Pacific Fisheries Commission; NPFC
北太平洋,North Pacific Ocean
台灣北部,North Taiwan
北部轉運站,North Transit Station
海峽北部,northern Taiwan Strait
北部海域,northern waters
台灣北部海域,Northern Waters of Taiwan
葛仙米藻,nostoc
不整地耕犁技術,No-till Practices
新型豬流感,Novel Reassortant A/H3N2 Influenza Viruses
新興鑑定技術平台,novel strain identification platform
噴頭,Nozzle
努比亞山羊,Nubian Goat
核磁共振,nuclear magnetic resonance (NMR)
核酸萃取,Nucleic acid extraction
核多角體病毒,Nucleopolyhedrovirus
留果數,number of fruit setting
量化指標,numerical indicator
數值模式,Numerical Model
數值模型,numerical model
數值化模擬,Numerical simulation
台灣萍蓬草,Nuphar Shimadae
婚飛,nupital flight
實生苗嫩梢嫁接,nurse seed graft
苗圃,Nursery
育苗,Nursery
育苗場,nursery
苗木,nursery
育苗袋,nursery bag
苗木生產資材,Nursery container
保育舍,Nursery House
苗圃管理,Nursery management
育苗介質,Nursery media
育苗介質,nursery medium
保育豬,Nursery pigs
育苗盆,Nursery pots
育苗期,nursery stage
育苗介質,Nursery substrate
育苗介質,nursry substrate
營養成分,Nurtrition Content
優秀青年農民培育,nurturing high-quality young farmer
大腦的保健成分,Nutraceutical for brain aging
養液栽培,nutriculture
養液,nutrient
養分,nutrient
營養素,Nutrient
營養成分分析,Nutrient assay
營養平衡,Nutrient Balance
營養障礙,nutrient barrier
養分收支,Nutrient Budget
養分含量,Nutrient content
養液栽培,Nutrient Culture
營養濃度,nutrient density
營養診斷,Nutrient Diagnosis
營養元素,Nutrient Element
培養液,Nutrient Fluid
營養管理,Nutrient mamagement
養分管理,nutrient management
營養管理,Nutrient management
營養素回收,Nutrient recovery
養分釋出,Nutrient Release
氮磷去除,nutrient removal
省肥,nutrient saving
營養液,Nutrient solution
養液,nutrient solution
養液栽培,nutrient solution culture
養液管理,nutrient solution management
養分吸收,Nutrient Uptake
養分利用率,Nutrient Utility Rate
養分利用,nutrient utilization
營養鹽,nutrients
養分,nutrients
養分型態,Nutrients speciations
養分吸收,Nutrients Uptake
營養,nutrition
營養與消費,Nutrition and Consumption
營養診斷,nutrition diagnosis
營養成份,Nutrition fact
營養標示,Nutrition Facts
營養管理,nutrition management
肥培管理,Nutrition management
營養需求,nutrition requirement
營養組成,nutritional composition
營養成分,Nutritional fact
營養調控,nutritive regulation
OAS標準之說明文件,OASIS (OAS)
燕麥,oat
肥胖,Obesity
物件式影像分類,object-base image classification
觀察員,Observer
觀察員採樣,observer sampling
棲地佔據模式,occupancy modeling
佔據模型,Occupancy Modeling
職業證照,Occupation Certification
職能基準,Occupational competency
職能基準,Occupational Competency Standard
1.職能基準,"Occupational Competency Standard, OCS"
職能訓練課程,Occupational Competency Training Course
職能基準,occupattional compettency standard
即時海況預報,ocean condition now-cast
海洋鋒面,Oceanic Fronts
海洋資訊,Oceanic Information
海洋資訊科學,Oceanic information science
污斑白眼鮫,Oceanic whitetip shark
蜻蛉目,Odonata
文心蘭 ’白雪’,Odontocidium Tariflor Snow White ’Tainung No.4- Snow White’
文心蘭「白雪」,Odontocidium Tariflor Snow White “Tainung No.4-Snow White”
齒舌蘭輪點病毒,"Odontoglossum ringspot virus, ORSV"
臭味減量,odor reduction
經濟合作暨發展組織,OECD
經濟暨合作發展組織,OECD
經濟合作與發展組織,OECD
OECD GLP 國家符合性監控系統,OECD GLP National Compliance Monitoring Program
外海箱網養殖,Off Shore Cage Aquaculture
去腥,off-flavor elimination
官方管控,official controls
反季節,Off-season
不時花,offseason flower
不時花,off-season flower
不時花,off-season flowering
產期調節,Off-Season Production
產調果,off-sesson fruit
遠洋漁業,Offshore fisheries
近海漁業,Offshore Fisheries
離岸風力發電,Offshore wind power
離岸風機,Offshore wind turbine
異地生產,Off-site production
子代,Offspring
有機栽培,Oganic culture
偽瓢螢金花蟲屬,Oides
世界動物衛生組織,OIE
OIE參考實驗室,OIE reference laboratory
油,oil
油質佐劑,Oil Adjuvant
油茶,Oil Camellia
含油率,oil content
含油率,oil content rate
油料作物,oil crop
油料作物,Oil crops
油脂指紋圖譜,Oil finger printing
油劑,Oil formulation
油脂氧化安定性,Oil oxidative stability
油脂粉末,oil powder
油品品質,oil quality
漏油事件,oil spill
油茶,oil tea
油茶,oil tea Camellia
苦茶油,Oil tea camellia seed oil
水包油,Oil-in-water
油茶,Oiltea
油茶,Oiltea camellia
油茶,oil-tea Camellia
油茶副產品,oil-tea camellia byproducts
油茶,oiltea Camelliae
豆渣,Okara
豆渣餅乾,Okara Cookies
沖繩海蘊,Okinawa Mozuk
沖繩海蘊,Okinawa Mozuku
黃秋葵,Okra
線上分析處理,OLAP
老河階區,Old Terrace Area
齊墩果酸,Oleanolic Acid
油酸,Oleic acid
貧毛類,Oligochaeta
寡核甘酸,Oligonucleotide
寡糖,oligosaccharide
場內檢定,On farm test
一貫化作業,Once-over Processing
一貫作業機,Once-over processing machine
文心蘭,Oncidesa
文心蘭,Oncidium
齒舌蘭輪斑病毒,Ondontoglossum ringspot virus
防疫一體,One Health
健康一體,One Health
單步驟反轉錄聚合脢反應,one step RT-PCR
田間灌溉,on-farm irrigation system
洋蔥,onion
洋蔥收穫機械,Onion Harvester
線上分析系統,Online analytical processing
線上分析系統,"Online Analytical Processing, OLAP"
線上分析處理,"On-Line Analytical Processing, OLAP"
線上分析系統,"On-line Analytical Processing, OLAP"
線上查詢服務,On-line inquiry
線上查詢系統,Online Inquiry System
線上管理系統,Online management system
線上運算系統,Online System for Calculating
線上查詢系統,Online System for Inquiring
線上交易處理,"On-Line Transaction Processing,OLTP"
即時資料庫,on-time database
卵子,Oocyte
卵母細胞,Oocyte
卵母細胞冷凍,oocyte cryopreservation
烏龍茶,Oolong Tea
卵菌綱,Oomycetes
公開存取,Open Access
開放資料,open data
開放資料圖磚,open data cube
網頁開放式資料協定,Open Data Protocol (OData)
開頂溫室,Open Roof Greenhouse
開頂式燻氣室,open top chamber
開頂溫室,open top greenhouse
開頂溫室,Open-top Greenhouse
經營調適,Operating Adjustment of Management
營運,Operation
經營,operation
運作,Operation
經營管理,Operation and management
經營管理資訊,Operation and Management information
作業效率,Operation efficiency
營運模式,operation model
經營模式,Operation Model
農業經營模式,Operation Models
操作步驟,operation procedures
經營規模,Operation scale
漁業作業特性,operational characteristics
經營成本,Operational cost
作業效率,Operational efficiency
經營效率,Operational efficiency
外銷策略,Operational efficiency
經營效益,Operational efficiency
操作程序,operational procedure
營運結構,Operational structure
經營管理,operations management
長喙殼菌,ophiostomatoid fungi
點石鯛,Oplegnathus punctatus
機會,Opportunity
光學元件,Optical element
光纖,Optical Fiber
光學探針,optical probe
最佳化樣本數配置,Optimal allocation
經營模式,optimal management mode
最佳路徑規畫,optimal path planning
最適抽樣設計策略,optimal sampling strategy
最佳化,optimization
最佳化模式,Optimization Model
最適化,Optimized
優化量產製程,optimized production technology
優化環境養殖模式,optimizing aquaculture patterns
最適上市體重,Optimum market weight
最佳化規畫,Optimum Planning
口服狂犬病疫苗,Oral Rabies Vaccine
口服疫苗餌料,oral vaccination bait
口頭/壁報論文報告,Oral/Poster Presentation
快速崩散錠,orally disintegrating tablets
觀賞魚,Oramental Fish
柑橘,Orange
柳橙,Orange
月橘,Orange Jasmine
柑橙皮、芒果、香蕉,"Orange peel, mango, banana"
有機米,orangic rice
果園,orchard
果園,Orchards
果樹,Orchards
蘭花,orchid
蘭科作物,orchid
蝴蝶蘭,Orchid
蘭科植物,orchid
蘭花產業,Orchid industry
外銷蘭苗,orchid seedling
蘭花病毒,Orchid Virus
蘭花病毒檢測,Orchid Virus Detection
蘭科,Orchidaceae
蘭科,Orchidaceae family
蘭花,Orchids
蘭花品種契約,Orchids contract
器官發育,organ development
有機肥,organc fertilizer
有機,Organic
有機栽培,organic cultivation
有機栽培,Organic cultivation .
有機醃製越瓜,Organic curing Oriental pickling melon
有機農產品,organic food
有機酸,organic acids
有機農產品,Organic Agriclture Products
有機農產品,Organic Agricultural Product
有機農產品,organic agricultural products
有機農產品,organic agriculture
有機農業,Organic Agriculture
有機農產業,organic agriculture industry
有機養殖,Organic Aquaculture
有機水產養殖,Organic Aquaculture
有機農業,Organic Argriculture
有機香蕉,Organic Banana
有機香蕉,Organic Bananas
有機牛肉,Organic Beef
有機栽培,Organic Cculture
有機驗證,Organic Certification
有機驗證標章,Organic certification labelling
有機鉻,Organic chromium
有機堆肥,Organic compost
有機複合肥,organic compound fertilizer
有機作物,Organic Crop
有機管理,Organic Crop Management
有機栽培,Organic cultivation
有機栽培,Organic Cultural
有機栽培,organic cultural technology
有機栽培,Organic Culture
有機雪裡紅,Organic curing Mustard
有機醃製蘿蔔,Organic curing Radish
有機多樣性,Organic Diversity
有機果乾,Organic Dried Fruit
有機農場,Organic Farm
有機栽培,Organic Farming
有機農法,Organic Farming
有機農業,organic farming
有機農產業,Organic Farming Industry
有機生產模式,organic farming systems
有機可用資材,Organic Farming-allowed Materials
有機農場,Organic Farms
有機肥料,Organic Ferilizer
有機質肥料,Organic Fertilizer
有機肥料,Organic fertilizer
有機肥,Organic Fertilizer
有機肥料,organic fetilizer
有機茶園,Organic Field
有機青蔥,Organic Green Onion
有機液肥,Organic liquid
有機液肥,Organic liquid fertilizer
有機資材,organic material
有機資材,organic materials
天然資材,Organic materials
有機質,organic matter
有機質肥料,organic matter fertilizer
有機仙草茶,organic mesona tea
有機果園,organic orchard
有機水稻,Organic Paddy
有機水稻田,organic paddy field
有機水稻,organic paddy rice
有機稻米,Organic paddy rice
有機木瓜,Organic Papaya
有機防治技術,organic pest-control techniques
有機鳳梨,organic pineapple
有機污染物,organic pollutants
有機家禽,Organic poultry
有機防治,organic prevention and cure
有機加工,organic process
有機加工,organic processing
有機處理技術,Organic Processing Technology
有機栽培,organic production
有機生產,Organic Production
有機栽培,Organic Products
有機飼養方式,Organic Rearing Regimen
有機規範,organic regulation
有機資源物,organic resources
有機水稻,Organic Rice
有機稻田,Organic Rice Fields
有機種子,Organic Seed
有機種子披衣,Organic Seed Coating
有機育苗,Organic Seedling
有機種苗,organic seedling
有機大豆,Organic Soybean
有機介質,organic substrate
有機茶,Organic Tea
有機茶園,Organic tea field
有機茶園,Organic Tea Garden
有機蔬菜,Organic vegetable
有機蔬果汁,organic vegetable and fruit juice
有機蔬菜栽培,Organic vegetable cultivation
有機蔬菜園,Organic Vegetable Farm
有機蔬菜產品,organic vegetable product
有機蔬菜,organic vegetables
有機村,organic village
有機農產品,Organically Produced Foods
組織評鑑,Organization Evaluation
組織改制,Organization Restructuring
組織動員,Organizational Mobilization
有機氯農藥,Organochlorine Pesticide
器官發生,Organogenesis
不定芽癒合組織,Organogenic Callus
有機磷,organophosphate
有機溶劑製漿,Organosolv Pulping
有機溶劑製漿,Organsolov
有機溶劑法,Organsolv Method
